,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Relationship_status,Education_status,Age,Total_kids,Family_members,Total_Mnt,Total_Purchases,Clusters
285,57912.0,0.0,1,34,6.687108607866515,0.0,4.394449154672439,0.0,0.0,3.58351893845611,1.791759469228055,2.1972245773362196,1.3862943611198906,2.5649493574615367,5,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,57,1,2,6.821107472256465,23,1
286,35246.0,0.6931471805599453,1,53,3.6109179126442243,0.0,2.5649493574615367,1.0986122886681098,1.0986122886681098,2.3978952727983707,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,64,2,3,4.143134726391533,7,0
287,58821.0,0.0,1,44,6.2422232654551655,2.70805020110221,5.043425116919247,2.995732273553991,0.0,3.367295829986474,0.6931471805599453,2.302585092994046,1.0986122886681098,2.302585092994046,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Undergraduate,66,1,3,6.591673732008658,20,3
288,46377.0,0.6931471805599453,0,89,3.6375861597263857,0.0,3.8501476017100584,1.6094379124341003,1.3862943611198906,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.3862943611198906,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,44,1,3,4.51085950651685,6,0
289,39747.0,0.6931471805599453,0,43,4.394449154672439,2.772588722239781,4.543294782270004,3.044522437723423,2.6390573296152584,3.970291913552122,1.3862943611198906,1.791759469228055,0.6931471805599453,1.6094379124341003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,34,1,2,5.6131281063880705,10,1
290,23976.0,0.6931471805599453,0,68,2.70805020110221,0.6931471805599453,3.091042453358316,1.0986122886681098,1.3862943611198906,3.258096538021482,1.3862943611198906,1.3862943611198906,0.6931471805599453,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,38,1,3,4.204692619390966,7,0
291,80950.0,0.0,0,44,6.26530121273771,4.997212273764115,4.727387818712341,5.393627546352362,4.997212273764115,4.1588830833596715,0.6931471805599453,1.9459101490553132,2.0794415416798357,2.302585092994046,2,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,Partner,Post_Graduate,61,0,2,7.101675971619444,22,2
292,27038.0,0.0,0,64,0.6931471805599453,3.295836866004329,3.258096538021482,2.8903717578961645,3.1780538303479458,2.772588722239781,0.6931471805599453,1.3862943611198906,0.0,1.3862943611198906,9,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Graduate,56,0,1,4.68213122712422,6,0
293,77457.0,0.0,0,85,6.516193076042964,2.4849066497880004,5.993961427306569,2.772588722239781,3.828641396489095,2.4849066497880004,0.6931471805599453,1.0986122886681098,1.791759469228055,2.3978952727983707,1,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,Single,Graduate,75,0,1,7.05444965813294,17,2
294,64100.0,0.0,1,93,6.234410725718371,0.0,3.332204510175204,0.0,0.0,2.3978952727983707,0.6931471805599453,2.1972245773362196,1.3862943611198906,1.9459101490553132,7,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,58,1,3,6.304448802421981,17,3
295,42670.0,0.0,0,12,5.043425116919247,1.0986122886681098,3.8501476017100584,3.044522437723423,1.6094379124341003,2.772588722239781,0.6931471805599453,1.6094379124341003,1.0986122886681098,1.6094379124341003,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,30,0,2,5.488937726156687,10,1
296,12571.0,0.6931471805599453,0,86,1.3862943611198906,1.791759469228055,2.70805020110221,1.0986122886681098,2.5649493574615367,2.8903717578961645,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.3862943611198906,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,46,1,2,3.9889840465642745,7,0
297,22574.0,1.0986122886681098,1,28,3.258096538021482,0.0,2.1972245773362196,1.0986122886681098,0.0,1.0986122886681098,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,55,3,5,3.6375861597263857,5,0
298,70893.0,0.0,0,42,6.645090969505644,3.8066624897703196,6.331501849893691,4.356708826689592,3.8066624897703196,2.70805020110221,0.6931471805599453,1.9459101490553132,1.9459101490553132,2.3978952727983707,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,46,0,1,7.319202458767849,22,2
299,54198.0,0.6931471805599453,1,13,5.225746673713202,0.0,3.367295829986474,1.3862943611198906,1.0986122886681098,2.8903717578961645,1.9459101490553132,1.3862943611198906,0.6931471805599453,1.9459101490553132,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,56,2,4,5.4638318050256105,10,3
300,28839.0,0.6931471805599453,1,86,3.2188758248682006,0.0,2.0794415416798357,0.0,0.0,0.6931471805599453,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,66,2,4,3.4965075614664802,5,0
301,40321.0,0.6931471805599453,1,59,3.8066624897703196,1.6094379124341003,3.091042453358316,1.9459101490553132,0.0,3.332204510175204,1.0986122886681098,1.3862943611198906,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,50,2,4,4.634728988229636,6,0
302,66503.0,0.6931471805599453,0,30,4.5217885770490405,4.174387269895637,4.859812404361672,4.189654742026425,1.3862943611198906,3.9318256327243257,1.0986122886681098,1.6094379124341003,1.3862943611198906,1.9459101490553132,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,37,1,2,5.996452088619021,13,1
303,30833.0,0.6931471805599453,1,33,2.4849066497880004,0.0,2.0794415416798357,1.3862943611198906,0.6931471805599453,1.9459101490553132,1.0986122886681098,0.6931471805599453,0.0,1.3862943611198906,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,71,2,4,3.367295829986474,4,0
304,64795.0,0.0,1,23,6.023447592961033,1.791759469228055,4.787491742782046,3.6635616461296463,3.4011973816621555,4.356708826689592,1.3862943611198906,1.3862943611198906,1.3862943611198906,2.5649493574615367,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,51,1,3,6.523562306149512,18,1
305,34421.0,0.6931471805599453,0,81,1.3862943611198906,1.3862943611198906,2.0794415416798357,1.9459101490553132,1.0986122886681098,2.302585092994046,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,48,1,3,3.4339872044851463,3,0
306,47025.0,0.6931471805599453,1,6,2.833213344056216,0.0,1.3862943611198906,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,57,2,3,3.044522437723423,3,0
307,64325.0,0.0,1,41,6.595780513961311,4.110873864173311,5.869296913133774,4.3694478524670215,2.5649493574615367,4.30406509320417,1.791759469228055,2.3978952727983707,1.3862943611198906,1.791759469228055,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,61,1,2,7.176254532017144,18,1
308,40464.0,0.0,1,78,6.052089168924417,2.8903717578961645,4.77912349311153,2.0794415416798357,3.1780538303479458,3.7376696182833684,1.9459101490553132,2.1972245773362196,1.0986122886681098,2.1972245773362196,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,69,1,2,6.447305862541213,18,1
309,62187.0,0.0,0,49,6.675823221634848,0.0,5.62040086571715,3.828641396489095,3.828641396489095,4.844187086458591,0.6931471805599453,1.6094379124341003,2.1972245773362196,1.791759469228055,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,65,0,2,7.157735484249907,17,2
310,14849.0,0.6931471805599453,0,39,3.091042453358316,1.0986122886681098,3.367295829986474,1.3862943611198906,1.0986122886681098,2.302585092994046,1.3862943611198906,1.0986122886681098,0.0,1.6094379124341003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,46,1,2,4.189654742026425,6,0
311,27255.0,0.6931471805599453,0,3,3.1354942159291497,0.6931471805599453,2.4849066497880004,0.0,0.6931471805599453,1.0986122886681098,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,38,1,3,3.6375861597263857,4,0
312,54432.0,1.0986122886681098,1,37,3.5263605246161616,0.0,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,72,3,5,3.6635616461296463,4,0
313,29999.0,0.6931471805599453,0,22,4.23410650459726,2.0794415416798357,4.0943445622221,2.3978952727983707,1.791759469228055,2.4849066497880004,1.6094379124341003,1.3862943611198906,0.6931471805599453,1.6094379124341003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,36,1,2,5.081404364984463,8,0
314,24072.0,0.6931471805599453,0,79,2.302585092994046,0.6931471805599453,1.9459101490553132,1.3862943611198906,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,39,1,2,3.1780538303479458,3,0
315,33996.0,0.0,0,46,3.713572066704308,1.0986122886681098,2.772588722239781,2.1972245773362196,0.0,1.9459101490553132,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.3862943611198906,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,33,0,1,4.276666119016055,5,0
316,66334.0,0.0,1,82,6.813444599510896,2.4849066497880004,5.389071729816501,0.0,0.0,3.1780538303479458,1.0986122886681098,2.302585092994046,1.3862943611198906,1.791759469228055,5,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Post_Graduate,66,1,3,7.057897937411856,17,1
317,35178.0,0.6931471805599453,0,10,3.1780538303479458,0.6931471805599453,2.6390573296152584,1.0986122886681098,1.0986122886681098,2.9444389791664403,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,7,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Post_Graduate,51,1,3,4.0943445622221,4,0
318,22010.0,0.6931471805599453,0,51,2.4849066497880004,1.0986122886681098,2.302585092994046,1.3862943611198906,0.0,2.1972245773362196,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,39,1,3,3.5263605246161616,5,0
319,62204.0,0.0,2,38,5.762051382780177,3.8501476017100584,5.5134287461649825,5.0238805208462765,3.8501476017100584,4.941642422609304,0.6931471805599453,1.6094379124341003,1.791759469228055,2.5649493574615367,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,62,2,3,6.853299093186078,21,1
320,75693.0,0.0,0,10,6.682108597449809,5.0369526024136295,5.683579767338681,4.290459441148391,4.584967478670572,3.4339872044851463,0.6931471805599453,2.4849066497880004,1.6094379124341003,1.9459101490553132,4,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,Single,Graduate,54,0,1,7.274479558773871,21,2
321,30675.0,0.6931471805599453,0,14,2.3978952727983707,1.0986122886681098,2.833213344056216,2.4849066497880004,1.0986122886681098,3.091042453358316,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,50,1,3,4.143134726391533,4,0
322,83003.0,0.0,0,18,6.75343791859778,4.127134385045092,6.3473892096560105,3.713572066704308,3.258096538021482,4.812184355372417,0.6931471805599453,2.0794415416798357,1.9459101490553132,2.1972245773362196,3,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,Partner,Graduate,57,0,2,7.423568444259167,21,2
323,68655.0,0.0,0,95,6.124683390894205,2.995732273553991,6.725033642166843,4.330733340286331,4.77912349311153,3.6635616461296463,0.6931471805599453,1.6094379124341003,1.791759469228055,2.4849066497880004,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,34,0,1,7.338888133838879,20,2
324,41411.0,0.0,0,11,3.6375861597263857,3.4965075614664802,3.6635616461296463,2.4849066497880004,1.3862943611198906,2.9444389791664403,0.6931471805599453,1.0986122886681098,0.6931471805599453,1.6094379124341003,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,36,0,1,4.941642422609304,7,0
325,55212.0,0.0,1,65,7.00669522683704,0.0,3.828641396489095,0.0,0.0,3.5553480614894135,1.3862943611198906,1.6094379124341003,1.0986122886681098,2.4849066497880004,8,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,Partner,Post_Graduate,53,1,3,7.075808863978387,17,1
326,59292.0,0.0,1,71,5.937536205082426,2.70805020110221,4.23410650459726,2.995732273553991,2.70805020110221,2.70805020110221,1.0986122886681098,1.3862943611198906,1.791759469228055,2.1972245773362196,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,72,1,3,6.230481447578482,16,1
327,27190.0,0.6931471805599453,0,13,0.6931471805599453,1.9459101490553132,2.0794415416798357,0.0,0.6931471805599453,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,8,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Undergraduate,49,1,3,2.9444389791664403,3,0
328,82623.0,0.0,0,58,5.3230099791384085,3.5553480614894135,5.3230099791384085,5.153291594497779,5.0369526024136295,5.159055299214529,0.6931471805599453,1.0986122886681098,2.302585092994046,1.6094379124341003,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,70,0,1,6.846943139585379,15,2
329,44300.0,0.6931471805599453,1,65,3.4339872044851463,0.0,2.302585092994046,0.0,0.0,1.3862943611198906,1.0986122886681098,0.6931471805599453,0.0,1.3862943611198906,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,57,2,4,3.7612001156935624,4,0
330,84835.0,0.0,0,0,5.247024072160486,4.653960350157523,5.940171252720432,4.718498871295094,5.247024072160486,5.389071729816501,0.6931471805599453,1.6094379124341003,1.6094379124341003,1.9459101490553132,1,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Graduate,52,0,1,7.0825485693553,14,2
331,30372.0,0.6931471805599453,1,33,2.772588722239781,0.0,2.5649493574615367,2.0794415416798357,1.3862943611198906,2.0794415416798357,1.3862943611198906,1.0986122886681098,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,51,2,3,3.8066624897703196,5,0
332,33181.0,0.6931471805599453,0,90,2.302585092994046,0.0,1.3862943611198906,0.0,0.0,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,6,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,46,1,3,2.833213344056216,3,0
333,71113.0,0.0,1,95,6.206575926724928,3.5263605246161616,5.545177444479562,2.4849066497880004,3.5263605246161616,2.1972245773362196,1.6094379124341003,1.9459101490553132,2.0794415416798357,2.302585092994046,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,65,1,3,6.728628613084702,22,1
334,71952.0,0.6931471805599453,0,93,6.48768401848461,4.394449154672439,6.1224928095143865,3.970291913552122,4.68213122712422,4.543294782270004,1.0986122886681098,2.1972245773362196,1.6094379124341003,2.1972245773362196,4,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,Partner,Graduate,36,1,3,7.275172319452771,20,2
335,69759.0,0.0,0,38,6.115892125483034,3.044522437723423,6.244166900663736,2.6390573296152584,3.4339872044851463,0.0,1.3862943611198906,1.6094379124341003,1.9459101490553132,1.791759469228055,3,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Post_Graduate,56,0,1,6.937314081223682,15,1
336,72099.0,0.0,0,18,6.304448802421981,4.5217885770490405,6.018593214496234,4.787491742782046,0.0,3.1354942159291497,0.6931471805599453,1.3862943611198906,1.6094379124341003,2.3978952727983707,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,48,0,2,7.080867896690782,17,2
337,60000.0,0.0,1,57,6.955592608396297,0.0,5.384495062789089,0.0,0.0,2.5649493574615367,1.791759469228055,2.4849066497880004,1.3862943611198906,1.791759469228055,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,46,1,2,7.15305163493748,19,1
338,38643.0,0.6931471805599453,1,45,3.1354942159291497,1.0986122886681098,2.70805020110221,0.0,0.6931471805599453,2.3978952727983707,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,Single,Graduate,44,2,3,3.912023005428146,5,0
339,50737.0,0.0,1,61,4.3694478524670215,0.0,2.4849066497880004,0.0,0.0,2.3978952727983707,0.6931471805599453,1.0986122886681098,0.0,1.6094379124341003,6,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,67,1,3,4.605170185988092,6,3
340,68462.0,0.0,0,6,6.331501849893691,4.174387269895637,6.666956792429207,4.442651256490317,4.859812404361672,3.8918202981106265,0.6931471805599453,1.3862943611198906,1.3862943611198906,2.1972245773362196,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,53,0,2,7.421177528595393,14,1
341,65073.0,0.0,0,65,6.4457198193855785,2.8903717578961645,5.181783550292085,4.248495242049359,0.0,2.1972245773362196,0.6931471805599453,1.791759469228055,1.3862943611198906,1.791759469228055,2,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,Partner,Post_Graduate,79,0,2,6.803505257608338,13,1
342,46681.0,0.0,2,52,5.598421958998375,2.772588722239781,4.248495242049359,2.772588722239781,2.995732273553991,3.6635616461296463,1.0986122886681098,1.6094379124341003,1.9459101490553132,1.6094379124341003,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,74,2,4,6.054439346269371,14,3
343,78618.0,0.0,0,87,6.602587892189336,5.099866427824199,6.70808408385307,5.3612921657094255,5.099866427824199,4.127134385045092,0.6931471805599453,1.6094379124341003,2.0794415416798357,2.3978952727983707,2,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,65,0,2,7.675081857716334,21,2
344,62187.0,0.0,1,38,6.240275845170769,0.0,4.430816798843313,0.0,0.0,3.7376696182833684,1.3862943611198906,1.9459101490553132,1.0986122886681098,2.3978952727983707,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,53,1,2,6.456769655572163,18,1
345,28442.0,1.0986122886681098,0,53,2.995732273553991,1.3862943611198906,2.3978952727983707,2.4849066497880004,2.1972245773362196,1.9459101490553132,1.3862943611198906,1.0986122886681098,0.6931471805599453,1.6094379124341003,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,44,2,4,4.060443010546419,7,0
346,37717.0,0.6931471805599453,0,31,2.302585092994046,0.0,1.9459101490553132,1.6094379124341003,0.6931471805599453,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,44,1,3,3.258096538021482,3,0
347,51479.0,0.6931471805599453,1,67,5.5134287461649825,2.1972245773362196,5.081404364984463,1.9459101490553132,2.1972245773362196,4.189654742026425,2.0794415416798357,1.9459101490553132,1.3862943611198906,1.9459101490553132,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,55,2,4,6.20455776256869,15,3
348,54803.0,0.0,1,65,6.003887067106539,0.0,4.532599493153256,3.367295829986474,3.332204510175204,4.962844630259907,1.0986122886681098,1.9459101490553132,1.0986122886681098,2.302585092994046,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,53,1,2,6.542471960506805,17,1
349,79530.0,0.0,0,64,5.811140992976701,0.0,6.704414354964107,4.867534450455582,3.7612001156935624,3.4011973816621555,0.6931471805599453,1.6094379124341003,2.3978952727983707,2.4849066497880004,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,62,0,2,7.207118856207756,25,2
350,31615.0,0.6931471805599453,0,82,1.0986122886681098,1.3862943611198906,3.044522437723423,1.9459101490553132,2.4849066497880004,2.302585092994046,1.0986122886681098,1.0986122886681098,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,46,1,2,3.9512437185814275,5,0
351,72025.0,0.0,0,27,6.726233402358747,3.5263605246161616,6.309918278226516,5.0238805208462765,4.897839799950911,5.455321115357702,0.6931471805599453,1.6094379124341003,1.3862943611198906,2.1972245773362196,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,60,0,2,7.566828479208331,15,2
352,52614.0,0.0,1,63,6.672032945461067,0.0,4.962844630259907,2.5649493574615367,2.302585092994046,3.6635616461296463,1.0986122886681098,1.0986122886681098,1.6094379124341003,2.1972245773362196,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,47,1,2,6.898714534329988,14,1
353,35684.0,0.6931471805599453,0,66,2.3978952727983707,1.6094379124341003,2.0794415416798357,0.0,1.9459101490553132,1.3862943611198906,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Undergraduate,38,1,3,3.4339872044851463,4,0
354,48178.0,0.6931471805599453,1,69,5.075173815233827,1.6094379124341003,3.828641396489095,1.9459101490553132,1.0986122886681098,3.6635616461296463,1.9459101490553132,1.791759469228055,0.6931471805599453,1.6094379124341003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,47,2,4,5.541263545158426,10,3
355,29548.0,0.6931471805599453,0,52,2.0794415416798357,0.6931471805599453,1.9459101490553132,1.3862943611198906,0.6931471805599453,2.4849066497880004,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,4,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,52,1,2,3.4011973816621555,4,0
356,63810.0,0.0,1,45,6.885509670034818,2.5649493574615367,5.537334267018537,2.833213344056216,2.5649493574615367,4.624972813284271,1.6094379124341003,1.6094379124341003,1.3862943611198906,2.5649493574615367,8,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,Single,Graduate,56,1,2,7.22402480828583,19,1
357,38578.0,0.6931471805599453,1,2,3.6635616461296463,1.6094379124341003,3.1354942159291497,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,1.3862943611198906,0.0,1.3862943611198906,8,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Post_Graduate,50,2,3,4.30406509320417,6,0
358,46098.0,0.6931471805599453,1,86,4.060443010546419,0.0,3.332204510175204,0.0,0.0,3.6109179126442243,1.6094379124341003,1.3862943611198906,1.0986122886681098,1.0986122886681098,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,47,2,3,4.795790545596741,7,0
359,22585.0,0.0,0,23,1.3862943611198906,2.302585092994046,2.772588722239781,2.6390573296152584,1.0986122886681098,3.6888794541139363,0.6931471805599453,0.6931471805599453,0.6931471805599453,1.0986122886681098,9,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,Single,Graduate,52,0,1,4.406719247264253,4,0
360,30279.0,0.6931471805599453,0,13,2.3978952727983707,1.6094379124341003,2.70805020110221,1.6094379124341003,1.6094379124341003,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,33,1,2,3.6375861597263857,4,0
361,66426.0,0.0,1,14,6.950814768442584,3.2188758248682006,4.584967478670572,3.4965075614664802,3.2188758248682006,5.062595033026967,1.0986122886681098,1.3862943611198906,1.791759469228055,2.3978952727983707,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,61,1,3,7.228388451573604,18,1
362,30822.0,0.6931471805599453,0,92,1.3862943611198906,2.302585092994046,2.6390573296152584,1.0986122886681098,2.5649493574615367,2.5649493574615367,0.6931471805599453,0.6931471805599453,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,53,1,2,3.9512437185814275,4,0
363,33581.0,1.0986122886681098,0,38,2.4849066497880004,0.0,1.791759469228055,0.0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,1.0986122886681098,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Post_Graduate,53,2,4,2.8903717578961645,3,0
364,19986.0,0.6931471805599453,0,74,1.3862943611198906,1.9459101490553132,1.791759469228055,0.0,1.0986122886681098,1.9459101490553132,0.6931471805599453,0.0,0.0,1.3862943611198906,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,37,1,3,3.1354942159291497,3,0
365,27421.0,0.0,0,14,3.784189633918261,2.5649493574615367,4.574710978503383,4.3694478524670215,3.713572066704308,4.02535169073515,1.3862943611198906,1.6094379124341003,0.6931471805599453,1.9459101490553132,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,68,0,1,5.783825182329737,11,1
366,35688.0,1.0986122886681098,1,94,4.30406509320417,1.3862943611198906,4.51085950651685,2.5649493574615367,0.6931471805599453,3.4965075614664802,2.0794415416798357,1.6094379124341003,0.6931471805599453,1.6094379124341003,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Undergraduate,49,3,5,5.356586274672012,9,0
367,36143.0,0.6931471805599453,0,33,2.5649493574615367,0.0,0.6931471805599453,0.0,0.0,1.9459101490553132,0.6931471805599453,0.0,0.6931471805599453,1.0986122886681098,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Post_Graduate,41,1,2,2.995732273553991,3,0
368,10245.0,0.6931471805599453,0,32,1.6094379124341003,2.0794415416798357,2.0794415416798357,1.9459101490553132,1.6094379124341003,2.6390573296152584,1.3862943611198906,0.6931471805599453,1.0986122886681098,1.0986122886681098,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Single,Graduate,51,1,2,3.7376696182833684,5,0
369,43795.0,0.0,1,11,5.752572638825633,2.4849066497880004,3.9889840465642745,1.6094379124341003,1.3862943611198906,4.68213122712422,1.3862943611198906,2.0794415416798357,1.3862943611198906,1.6094379124341003,7,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,Partner,Post_Graduate,54,1,3,6.20050917404269,14,1
370,63381.0,0.0,1,78,6.349138991379798,3.9318256327243257,4.962844630259907,3.5263605246161616,3.9318256327243257,5.075173815233827,1.6094379124341003,1.6094379124341003,1.791759469228055,2.6390573296152584,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Partner,Graduate,62,1,3,6.913737350659685,22,1
